exp_id,algorithm,alpha,participation_rate,final_accuracy,rounds_to_80pct,per_client_acc_mean,per_client_acc_std,per_client_acc_min,round_results
fedprox_alpha0.1_part1.0,fedprox,0.1,1.0,0.9732000231742859,6,0.9664459645748138,0.021761569252629086,0.9179172515869141,"[{""round"": 1, ""accuracy"": 0.6171000003814697, ""loss"": 1.426024317741394}, {""round"": 3, ""accuracy"": 0.7046999931335449, ""loss"": 1.5524078607559204}, {""round"": 6, ""accuracy"": 0.8432999849319458, ""loss"": 0.4712144434452057}, {""round"": 9, ""accuracy"": 0.8435999751091003, ""loss"": 0.5016823410987854}, {""round"": 12, ""accuracy"": 0.9186999797821045, ""loss"": 0.24031870067119598}, {""round"": 15, ""accuracy"": 0.9187999963760376, ""loss"": 0.21084648370742798}, {""round"": 18, ""accuracy"": 0.9593999981880188, ""loss"": 0.1280023157596588}, {""round"": 21, ""accuracy"": 0.9617999792098999, ""loss"": 0.11846365034580231}, {""round"": 24, ""accuracy"": 0.9686999917030334, ""loss"": 0.10017231851816177}, {""round"": 27, ""accuracy"": 0.9692999720573425, ""loss"": 0.09615854173898697}, {""round"": 30, ""accuracy"": 0.9732000231742859, ""loss"": 0.08577997237443924}]"
fedprox_alpha0.5_part0.2,fedprox,0.5,0.2,0.958299994468689,6,0.9537177145481109,0.02340726407769358,0.9028894901275635,"[{""round"": 1, ""accuracy"": 0.2020999938249588, ""loss"": 2.6162590980529785}, {""round"": 3, ""accuracy"": 0.6029999852180481, ""loss"": 1.3049602508544922}, {""round"": 6, ""accuracy"": 0.8011999726295471, ""loss"": 0.5826228260993958}, {""round"": 9, ""accuracy"": 0.8859000205993652, ""loss"": 0.36415204405784607}, {""round"": 12, ""accuracy"": 0.8966000080108643, ""loss"": 0.3102276027202606}, {""round"": 15, ""accuracy"": 0.9287999868392944, ""loss"": 0.22010639309883118}, {""round"": 18, ""accuracy"": 0.8467000126838684, ""loss"": 0.42254897952079773}, {""round"": 21, ""accuracy"": 0.9305999875068665, ""loss"": 0.2079785168170929}, {""round"": 24, ""accuracy"": 0.9575999975204468, ""loss"": 0.12715516984462738}, {""round"": 27, ""accuracy"": 0.9535999894142151, ""loss"": 0.13720566034317017}, {""round"": 30, ""accuracy"": 0.958299994468689, ""loss"": 0.13544774055480957}]"
fedprox_alpha0.5_part0.5,fedprox,0.5,0.5,0.972599983215332,6,0.9707034051418304,0.012764413586523637,0.9361036419868469,"[{""round"": 1, ""accuracy"": 0.3472999930381775, ""loss"": 1.9533817768096924}, {""round"": 3, ""accuracy"": 0.695900022983551, ""loss"": 0.8519524335861206}, {""round"": 6, ""accuracy"": 0.8481000065803528, ""loss"": 0.42056265473365784}, {""round"": 9, ""accuracy"": 0.939300000667572, ""loss"": 0.20508159697055817}, {""round"": 12, ""accuracy"": 0.9283999800682068, ""loss"": 0.21699513494968414}, {""round"": 15, ""accuracy"": 0.9510999917984009, ""loss"": 0.15670937299728394}, {""round"": 18, ""accuracy"": 0.9344000220298767, ""loss"": 0.19605889916419983}, {""round"": 21, ""accuracy"": 0.9629999995231628, ""loss"": 0.11871357262134552}, {""round"": 24, ""accuracy"": 0.9660999774932861, ""loss"": 0.10642445087432861}, {""round"": 27, ""accuracy"": 0.9724000096321106, ""loss"": 0.09112315624952316}, {""round"": 30, ""accuracy"": 0.972599983215332, ""loss"": 0.09002972394227982}]"
fedprox_alpha0.5_part0.8,fedprox,0.5,0.8,0.9775999784469604,3,0.9763472139835357,0.0030570191288451865,0.9708072543144226,"[{""round"": 1, ""accuracy"": 0.3822999894618988, ""loss"": 1.8546825647354126}, {""round"": 3, ""accuracy"": 0.8213000297546387, ""loss"": 0.5538787245750427}, {""round"": 6, ""accuracy"": 0.9222999811172485, ""loss"": 0.27646389603614807}, {""round"": 9, ""accuracy"": 0.9319000244140625, ""loss"": 0.21269580721855164}, {""round"": 12, ""accuracy"": 0.9531000256538391, ""loss"": 0.16255609691143036}, {""round"": 15, ""accuracy"": 0.9599000215530396, ""loss"": 0.1334649920463562}, {""round"": 18, ""accuracy"": 0.965499997138977, ""loss"": 0.11684196442365646}, {""round"": 21, ""accuracy"": 0.9718000292778015, ""loss"": 0.09812470525503159}, {""round"": 24, ""accuracy"": 0.9717000126838684, ""loss"": 0.09208659082651138}, {""round"": 27, ""accuracy"": 0.9763000011444092, ""loss"": 0.08066253364086151}, {""round"": 30, ""accuracy"": 0.9775999784469604, ""loss"": 0.0746074914932251}]"
fedprox_alpha0.5_part1.0,fedprox,0.5,1.0,0.9732000231742859,3,0.973769074678421,0.004677021693248509,0.9638069868087769,"[{""round"": 1, ""accuracy"": 0.5620999932289124, ""loss"": 1.6367816925048828}, {""round"": 3, ""accuracy"": 0.8119000196456909, ""loss"": 0.5275517702102661}, {""round"": 6, ""accuracy"": 0.8712000250816345, ""loss"": 0.3509739935398102}, {""round"": 9, ""accuracy"": 0.9376999735832214, ""loss"": 0.21140332520008087}, {""round"": 12, ""accuracy"": 0.9532999992370605, ""loss"": 0.16523422300815582}, {""round"": 15, ""accuracy"": 0.9598000049591064, ""loss"": 0.13730014860630035}, {""round"": 18, ""accuracy"": 0.9634000062942505, ""loss"": 0.1210559830069542}, {""round"": 21, ""accuracy"": 0.9674000144004822, ""loss"": 0.10736781358718872}, {""round"": 24, ""accuracy"": 0.9713000059127808, ""loss"": 0.0935308039188385}, {""round"": 27, ""accuracy"": 0.9725000262260437, ""loss"": 0.08642736077308655}, {""round"": 30, ""accuracy"": 0.9732000231742859, ""loss"": 0.08024904131889343}]"
fedprox_alpha1.0_part0.2,fedprox,1.0,0.2,0.9664999842643738,3,0.967475312948227,0.006223244590090757,0.9584622383117676,"[{""round"": 1, ""accuracy"": 0.2809000015258789, ""loss"": 1.9582712650299072}, {""round"": 3, ""accuracy"": 0.8690999746322632, ""loss"": 0.4377301335334778}, {""round"": 6, ""accuracy"": 0.9247999787330627, ""loss"": 0.2593534588813782}, {""round"": 9, ""accuracy"": 0.9350000023841858, ""loss"": 0.20079323649406433}, {""round"": 12, ""accuracy"": 0.9470000267028809, ""loss"": 0.17567506432533264}, {""round"": 15, ""accuracy"": 0.9584000110626221, ""loss"": 0.1374208927154541}, {""round"": 18, ""accuracy"": 0.9635000228881836, ""loss"": 0.11183679103851318}, {""round"": 21, ""accuracy"": 0.9692000150680542, ""loss"": 0.096744105219841}, {""round"": 24, ""accuracy"": 0.9671000242233276, ""loss"": 0.10683710873126984}, {""round"": 27, ""accuracy"": 0.9725000262260437, ""loss"": 0.0822446271777153}, {""round"": 30, ""accuracy"": 0.9664999842643738, ""loss"": 0.09612593799829483}]"
fedprox_alpha1.0_part0.5,fedprox,1.0,0.5,0.9807000160217285,3,0.97889284491539,0.003541912992999756,0.9713873863220215,"[{""round"": 1, ""accuracy"": 0.3605000078678131, ""loss"": 1.6237051486968994}, {""round"": 3, ""accuracy"": 0.9010999798774719, ""loss"": 0.35169288516044617}, {""round"": 6, ""accuracy"": 0.9344000220298767, ""loss"": 0.22819676995277405}, {""round"": 9, ""accuracy"": 0.9516000151634216, ""loss"": 0.16458119451999664}, {""round"": 12, ""accuracy"": 0.9573000073432922, ""loss"": 0.1443437933921814}, {""round"": 15, ""accuracy"": 0.965499997138977, ""loss"": 0.1142975240945816}, {""round"": 18, ""accuracy"": 0.9700999855995178, ""loss"": 0.09534864872694016}, {""round"": 21, ""accuracy"": 0.9747999906539917, ""loss"": 0.0818445011973381}, {""round"": 24, ""accuracy"": 0.9757999777793884, ""loss"": 0.0756249874830246}, {""round"": 27, ""accuracy"": 0.9794999957084656, ""loss"": 0.06830752640962601}, {""round"": 30, ""accuracy"": 0.9807000160217285, ""loss"": 0.06116138771176338}]"
fedprox_alpha1.0_part0.8,fedprox,1.0,0.8,0.9810000061988831,3,0.9793186724185944,0.00232995638204574,0.9751410484313965,"[{""round"": 1, ""accuracy"": 0.46709999442100525, ""loss"": 1.7738713026046753}, {""round"": 3, ""accuracy"": 0.8741999864578247, ""loss"": 0.40584635734558105}, {""round"": 6, ""accuracy"": 0.9239000082015991, ""loss"": 0.2587405741214752}, {""round"": 9, ""accuracy"": 0.9452999830245972, ""loss"": 0.18352437019348145}, {""round"": 12, ""accuracy"": 0.957099974155426, ""loss"": 0.14265412092208862}, {""round"": 15, ""accuracy"": 0.9667999744415283, ""loss"": 0.11380733549594879}, {""round"": 18, ""accuracy"": 0.9703999757766724, ""loss"": 0.09786321967840195}, {""round"": 21, ""accuracy"": 0.9725000262260437, ""loss"": 0.0868481993675232}, {""round"": 24, ""accuracy"": 0.9765999913215637, ""loss"": 0.07556736469268799}, {""round"": 27, ""accuracy"": 0.9781000018119812, ""loss"": 0.06934747099876404}, {""round"": 30, ""accuracy"": 0.9810000061988831, ""loss"": 0.06350921839475632}]"
fedprox_alpha1.0_part1.0,fedprox,1.0,1.0,0.9797999858856201,3,0.9787231862545014,0.00245970222987364,0.9748867750167847,"[{""round"": 1, ""accuracy"": 0.5694000124931335, ""loss"": 1.8120362758636475}, {""round"": 3, ""accuracy"": 0.8937000036239624, ""loss"": 0.3764606714248657}, {""round"": 6, ""accuracy"": 0.930899977684021, ""loss"": 0.23182924091815948}, {""round"": 9, ""accuracy"": 0.9485999941825867, ""loss"": 0.17069298028945923}, {""round"": 12, ""accuracy"": 0.9605000019073486, ""loss"": 0.13095510005950928}, {""round"": 15, ""accuracy"": 0.9678999781608582, ""loss"": 0.10603967308998108}, {""round"": 18, ""accuracy"": 0.9717000126838684, ""loss"": 0.09063050895929337}, {""round"": 21, ""accuracy"": 0.9753000140190125, ""loss"": 0.08132509142160416}, {""round"": 24, ""accuracy"": 0.9772999882698059, ""loss"": 0.07288948446512222}, {""round"": 27, ""accuracy"": 0.978600025177002, ""loss"": 0.06724455207586288}, {""round"": 30, ""accuracy"": 0.9797999858856201, ""loss"": 0.06195850297808647}]"
scaffold_alpha0.05_part0.2,scaffold,0.05,0.2,0.42289999127388,999,0.6073209524154664,0.3055695470592175,0.0,"[{""round"": 1, ""accuracy"": 0.20909999310970306, ""loss"": 4.446969032287598}, {""round"": 3, ""accuracy"": 0.1559000015258789, ""loss"": 3.2575716972351074}, {""round"": 6, ""accuracy"": 0.08919999748468399, ""loss"": 2.3390462398529053}, {""round"": 9, ""accuracy"": 0.22859999537467957, ""loss"": 2.887369394302368}, {""round"": 12, ""accuracy"": 0.30649998784065247, ""loss"": 2.918621063232422}, {""round"": 15, ""accuracy"": 0.362199991941452, ""loss"": 3.2995734214782715}, {""round"": 18, ""accuracy"": 0.3926999866962433, ""loss"": 2.4733142852783203}, {""round"": 21, ""accuracy"": 0.48010000586509705, ""loss"": 2.075282335281372}, {""round"": 24, ""accuracy"": 0.4977000057697296, ""loss"": 1.8849507570266724}, {""round"": 27, ""accuracy"": 0.36000001430511475, ""loss"": 2.342040538787842}, {""round"": 30, ""accuracy"": 0.42289999127388, ""loss"": 3.5871148109436035}]"
scaffold_alpha0.05_part0.5,scaffold,0.05,0.5,0.7900999784469604,999,0.8600100129842758,0.170358792792305,0.4017857015132904,"[{""round"": 1, ""accuracy"": 0.21400000154972076, ""loss"": 2.384420871734619}, {""round"": 3, ""accuracy"": 0.2362000048160553, ""loss"": 2.5560343265533447}, {""round"": 6, ""accuracy"": 0.31119999289512634, ""loss"": 1.997939109802246}, {""round"": 9, ""accuracy"": 0.5551000237464905, ""loss"": 1.3520803451538086}, {""round"": 12, ""accuracy"": 0.6168000102043152, ""loss"": 1.1097196340560913}, {""round"": 15, ""accuracy"": 0.7983999848365784, ""loss"": 0.6457741260528564}, {""round"": 18, ""accuracy"": 0.7217000126838684, ""loss"": 0.7370615601539612}, {""round"": 21, ""accuracy"": 0.7163000106811523, ""loss"": 0.7946131229400635}, {""round"": 24, ""accuracy"": 0.7684000134468079, ""loss"": 0.7674219012260437}, {""round"": 27, ""accuracy"": 0.6790000200271606, ""loss"": 0.9643068313598633}, {""round"": 30, ""accuracy"": 0.7900999784469604, ""loss"": 0.6077028512954712}]"
scaffold_alpha0.05_part0.8,scaffold,0.05,0.8,0.9075999855995178,24,0.9302765130996704,0.05992339246373665,0.7717204689979553,"[{""round"": 1, ""accuracy"": 0.3917999863624573, ""loss"": 2.192574977874756}, {""round"": 3, ""accuracy"": 0.48739999532699585, ""loss"": 1.4157742261886597}, {""round"": 6, ""accuracy"": 0.7282999753952026, ""loss"": 0.8866480588912964}, {""round"": 9, ""accuracy"": 0.710099995136261, ""loss"": 0.81082683801651}, {""round"": 12, ""accuracy"": 0.769599974155426, ""loss"": 0.7283920049667358}, {""round"": 15, ""accuracy"": 0.5514000058174133, ""loss"": 1.731217384338379}, {""round"": 18, ""accuracy"": 0.6777999997138977, ""loss"": 0.9592075943946838}, {""round"": 21, ""accuracy"": 0.7750999927520752, ""loss"": 0.8244959115982056}, {""round"": 24, ""accuracy"": 0.8130000233650208, ""loss"": 0.5098744034767151}, {""round"": 27, ""accuracy"": 0.9027000069618225, ""loss"": 0.3456001579761505}, {""round"": 30, ""accuracy"": 0.9075999855995178, ""loss"": 0.3127470314502716}]"
scaffold_alpha0.05_part1.0,scaffold,0.05,1.0,0.9232000112533569,12,0.9414270997047425,0.03886866232868703,0.8568853139877319,"[{""round"": 1, ""accuracy"": 0.20679999887943268, ""loss"": 2.172286033630371}, {""round"": 3, ""accuracy"": 0.4803999960422516, ""loss"": 1.4155528545379639}, {""round"": 6, ""accuracy"": 0.7476000189781189, ""loss"": 0.8025856614112854}, {""round"": 9, ""accuracy"": 0.7929999828338623, ""loss"": 0.5936830639839172}, {""round"": 12, ""accuracy"": 0.8073999881744385, ""loss"": 0.6318497061729431}, {""round"": 15, ""accuracy"": 0.6844000220298767, ""loss"": 0.9634093046188354}, {""round"": 18, ""accuracy"": 0.7756999731063843, ""loss"": 0.6913391351699829}, {""round"": 21, ""accuracy"": 0.8758999705314636, ""loss"": 0.4299696683883667}, {""round"": 24, ""accuracy"": 0.8885999917984009, ""loss"": 0.3734275698661804}, {""round"": 27, ""accuracy"": 0.9164999723434448, ""loss"": 0.29361996054649353}, {""round"": 30, ""accuracy"": 0.9232000112533569, ""loss"": 0.2603543996810913}]"
scaffold_alpha0.1_part0.2,scaffold,0.1,0.2,0.6773999929428101,999,0.7347438842058182,0.18408645505289767,0.3680723011493683,"[{""round"": 1, ""accuracy"": 0.09759999811649323, ""loss"": 2.3185009956359863}, {""round"": 3, ""accuracy"": 0.22709999978542328, ""loss"": 2.6629207134246826}, {""round"": 6, ""accuracy"": 0.2614000141620636, ""loss"": 2.277944803237915}, {""round"": 9, ""accuracy"": 0.6815999746322632, ""loss"": 1.2711479663848877}, {""round"": 12, ""accuracy"": 0.49050000309944153, ""loss"": 2.7626051902770996}, {""round"": 15, ""accuracy"": 0.544700026512146, ""loss"": 1.5571355819702148}, {""round"": 18, ""accuracy"": 0.7642999887466431, ""loss"": 0.6765815615653992}, {""round"": 21, ""accuracy"": 0.7236999869346619, ""loss"": 0.8046506643295288}, {""round"": 24, ""accuracy"": 0.7953000068664551, ""loss"": 0.641307532787323}, {""round"": 27, ""accuracy"": 0.28189998865127563, ""loss"": 3.844024181365967}, {""round"": 30, ""accuracy"": 0.6773999929428101, ""loss"": 0.960865318775177}]"
scaffold_alpha0.1_part0.5,scaffold,0.1,0.5,0.9024999737739563,15,0.904538917541504,0.045881668568132555,0.8092369437217712,"[{""round"": 1, ""accuracy"": 0.13189999759197235, ""loss"": 2.466597557067871}, {""round"": 3, ""accuracy"": 0.23010000586509705, ""loss"": 2.4045403003692627}, {""round"": 6, ""accuracy"": 0.6740999817848206, ""loss"": 0.9985163807868958}, {""round"": 9, ""accuracy"": 0.717199981212616, ""loss"": 0.823616087436676}, {""round"": 12, ""accuracy"": 0.7301999926567078, ""loss"": 0.7855899930000305}, {""round"": 15, ""accuracy"": 0.8331000208854675, ""loss"": 0.4881599545478821}, {""round"": 18, ""accuracy"": 0.8187000155448914, ""loss"": 0.5568312406539917}, {""round"": 21, ""accuracy"": 0.8532000184059143, ""loss"": 0.4544965922832489}, {""round"": 24, ""accuracy"": 0.873199999332428, ""loss"": 0.39783427119255066}, {""round"": 27, ""accuracy"": 0.861299991607666, ""loss"": 0.43156182765960693}, {""round"": 30, ""accuracy"": 0.9024999737739563, ""loss"": 0.3460363447666168}]"
scaffold_alpha0.1_part0.8,scaffold,0.1,0.8,0.901199996471405,9,0.9126002967357636,0.03797362981870221,0.8319277167320251,"[{""round"": 1, ""accuracy"": 0.2994000017642975, ""loss"": 2.259582996368408}, {""round"": 3, ""accuracy"": 0.6830000281333923, ""loss"": 1.2795203924179077}, {""round"": 6, ""accuracy"": 0.7696999907493591, ""loss"": 0.7402074337005615}, {""round"": 9, ""accuracy"": 0.8385000228881836, ""loss"": 0.541939377784729}, {""round"": 12, ""accuracy"": 0.8377000093460083, ""loss"": 0.50953608751297}, {""round"": 15, ""accuracy"": 0.8615999817848206, ""loss"": 0.45746612548828125}, {""round"": 18, ""accuracy"": 0.8726999759674072, ""loss"": 0.4064703583717346}, {""round"": 21, ""accuracy"": 0.8770999908447266, ""loss"": 0.39228948950767517}, {""round"": 24, ""accuracy"": 0.8910999894142151, ""loss"": 0.34738773107528687}, {""round"": 27, ""accuracy"": 0.8960000276565552, ""loss"": 0.3364317715167999}, {""round"": 30, ""accuracy"": 0.901199996471405, ""loss"": 0.3319416344165802}]"
scaffold_alpha0.1_part1.0,scaffold,0.1,1.0,0.8962000012397766,6,0.9054840087890625,0.05898589367366921,0.7618272304534912,"[{""round"": 1, ""accuracy"": 0.4219000041484833, ""loss"": 2.0244500637054443}, {""round"": 3, ""accuracy"": 0.682200014591217, ""loss"": 1.0938403606414795}, {""round"": 6, ""accuracy"": 0.8026000261306763, ""loss"": 0.6330409646034241}, {""round"": 9, ""accuracy"": 0.7749999761581421, ""loss"": 0.6983057856559753}, {""round"": 12, ""accuracy"": 0.7699999809265137, ""loss"": 0.7015088796615601}, {""round"": 15, ""accuracy"": 0.8741999864578247, ""loss"": 0.4285312592983246}, {""round"": 18, ""accuracy"": 0.8938000202178955, ""loss"": 0.3625134527683258}, {""round"": 21, ""accuracy"": 0.8615000247955322, ""loss"": 0.42760971188545227}, {""round"": 24, ""accuracy"": 0.8812000155448914, ""loss"": 0.35339120030403137}, {""round"": 27, ""accuracy"": 0.8950999975204468, ""loss"": 0.34984156489372253}, {""round"": 30, ""accuracy"": 0.8962000012397766, ""loss"": 0.34236443042755127}]"
scaffold_alpha0.5_part0.2,scaffold,0.5,0.2,0.9053000211715698,9,0.9005303084850311,0.028002848053027565,0.8334822654724121,"[{""round"": 1, ""accuracy"": 0.17640000581741333, ""loss"": 2.352384567260742}, {""round"": 3, ""accuracy"": 0.1891999989748001, ""loss"": 2.2332024574279785}, {""round"": 6, ""accuracy"": 0.7519000172615051, ""loss"": 0.8289391398429871}, {""round"": 9, ""accuracy"": 0.802299976348877, ""loss"": 0.5638229250907898}, {""round"": 12, ""accuracy"": 0.7602999806404114, ""loss"": 0.6259983777999878}, {""round"": 15, ""accuracy"": 0.8671000003814697, ""loss"": 0.4370594322681427}, {""round"": 18, ""accuracy"": 0.8666999936103821, ""loss"": 0.40701913833618164}, {""round"": 21, ""accuracy"": 0.8278999924659729, ""loss"": 0.465425968170166}, {""round"": 24, ""accuracy"": 0.8708999752998352, ""loss"": 0.3965480625629425}, {""round"": 27, ""accuracy"": 0.8998000025749207, ""loss"": 0.32067039608955383}, {""round"": 30, ""accuracy"": 0.9053000211715698, ""loss"": 0.31269702315330505}]"
scaffold_alpha0.5_part0.5,scaffold,0.5,0.5,0.9239000082015991,9,0.9221869170665741,0.014105166424858255,0.8955913186073303,"[{""round"": 1, ""accuracy"": 0.2840000092983246, ""loss"": 2.2761311531066895}, {""round"": 3, ""accuracy"": 0.4948999881744385, ""loss"": 1.7403898239135742}, {""round"": 6, ""accuracy"": 0.7896000146865845, ""loss"": 0.7345560789108276}, {""round"": 9, ""accuracy"": 0.8557000160217285, ""loss"": 0.523217499256134}, {""round"": 12, ""accuracy"": 0.8517000079154968, ""loss"": 0.44912290573120117}, {""round"": 15, ""accuracy"": 0.8708999752998352, ""loss"": 0.40249425172805786}, {""round"": 18, ""accuracy"": 0.9003000259399414, ""loss"": 0.3436983525753021}, {""round"": 21, ""accuracy"": 0.9086999893188477, ""loss"": 0.3094179034233093}, {""round"": 24, ""accuracy"": 0.90420001745224, ""loss"": 0.30671942234039307}, {""round"": 27, ""accuracy"": 0.9165999889373779, ""loss"": 0.27851632237434387}, {""round"": 30, ""accuracy"": 0.9239000082015991, ""loss"": 0.2600821554660797}]"
scaffold_alpha0.5_part0.8,scaffold,0.5,0.8,0.9205999970436096,6,0.9151516199111939,0.017349322160948734,0.8789371252059937,"[{""round"": 1, ""accuracy"": 0.21130000054836273, ""loss"": 2.236375093460083}, {""round"": 3, ""accuracy"": 0.4212999939918518, ""loss"": 1.7096232175827026}, {""round"": 6, ""accuracy"": 0.810699999332428, ""loss"": 0.7206149101257324}, {""round"": 9, ""accuracy"": 0.8650000095367432, ""loss"": 0.49734896421432495}, {""round"": 12, ""accuracy"": 0.8773999810218811, ""loss"": 0.4276782274246216}, {""round"": 15, ""accuracy"": 0.8974999785423279, ""loss"": 0.3589823246002197}, {""round"": 18, ""accuracy"": 0.9045000076293945, ""loss"": 0.3270707130432129}, {""round"": 21, ""accuracy"": 0.9103000164031982, ""loss"": 0.3044303357601166}, {""round"": 24, ""accuracy"": 0.902400016784668, ""loss"": 0.32353663444519043}, {""round"": 27, ""accuracy"": 0.9164999723434448, ""loss"": 0.2784022390842438}, {""round"": 30, ""accuracy"": 0.9205999970436096, ""loss"": 0.2616485059261322}]"
scaffold_alpha0.5_part1.0,scaffold,0.5,1.0,0.9125000238418579,6,0.9102480292320252,0.019989132308649845,0.8680400252342224,"[{""round"": 1, ""accuracy"": 0.2574000060558319, ""loss"": 2.16728138923645}, {""round"": 3, ""accuracy"": 0.7548999786376953, ""loss"": 1.1989718675613403}, {""round"": 6, ""accuracy"": 0.8460000157356262, ""loss"": 0.6118416786193848}, {""round"": 9, ""accuracy"": 0.8752999901771545, ""loss"": 0.4697065055370331}, {""round"": 12, ""accuracy"": 0.8895999789237976, ""loss"": 0.40044263005256653}, {""round"": 15, ""accuracy"": 0.8899999856948853, ""loss"": 0.3796187937259674}, {""round"": 18, ""accuracy"": 0.9049999713897705, ""loss"": 0.33420583605766296}, {""round"": 21, ""accuracy"": 0.9085000157356262, ""loss"": 0.3193883001804352}, {""round"": 24, ""accuracy"": 0.9132000207901001, ""loss"": 0.3000966012477875}, {""round"": 27, ""accuracy"": 0.9157999753952026, ""loss"": 0.28557586669921875}, {""round"": 30, ""accuracy"": 0.9125000238418579, ""loss"": 0.28983253240585327}]"
scaffold_alpha1.0_part0.2,scaffold,1.0,0.2,0.8618999719619751,9,0.8581477105617523,0.018233038894928534,0.834839403629303,"[{""round"": 1, ""accuracy"": 0.16990000009536743, ""loss"": 2.264308214187622}, {""round"": 3, ""accuracy"": 0.46709999442100525, ""loss"": 1.9861626625061035}, {""round"": 6, ""accuracy"": 0.7056999802589417, ""loss"": 0.947520911693573}, {""round"": 9, ""accuracy"": 0.8102999925613403, ""loss"": 0.6217601299285889}, {""round"": 12, ""accuracy"": 0.8519999980926514, ""loss"": 0.512650191783905}, {""round"": 15, ""accuracy"": 0.8525000214576721, ""loss"": 0.4922216832637787}, {""round"": 18, ""accuracy"": 0.8895000219345093, ""loss"": 0.3675146996974945}, {""round"": 21, ""accuracy"": 0.8837000131607056, ""loss"": 0.37784117460250854}, {""round"": 24, ""accuracy"": 0.9071999788284302, ""loss"": 0.31107014417648315}, {""round"": 27, ""accuracy"": 0.9161999821662903, ""loss"": 0.295804888010025}, {""round"": 30, ""accuracy"": 0.8618999719619751, ""loss"": 0.4443238377571106}]"
scaffold_alpha1.0_part0.5,scaffold,1.0,0.5,0.9247999787330627,12,0.9200390100479126,0.009838949481941233,0.9016055464744568,"[{""round"": 1, ""accuracy"": 0.1518000066280365, ""loss"": 2.263348340988159}, {""round"": 3, ""accuracy"": 0.46299999952316284, ""loss"": 1.9873454570770264}, {""round"": 6, ""accuracy"": 0.7839000225067139, ""loss"": 0.8541336059570312}, {""round"": 9, ""accuracy"": 0.7116000056266785, ""loss"": 0.7564393877983093}, {""round"": 12, ""accuracy"": 0.8496000170707703, ""loss"": 0.4676399528980255}, {""round"": 15, ""accuracy"": 0.878000020980835, ""loss"": 0.4100536108016968}, {""round"": 18, ""accuracy"": 0.8744000196456909, ""loss"": 0.4015045762062073}, {""round"": 21, ""accuracy"": 0.9126999974250793, ""loss"": 0.30137109756469727}, {""round"": 24, ""accuracy"": 0.9144999980926514, ""loss"": 0.29481902718544006}, {""round"": 27, ""accuracy"": 0.9189000129699707, ""loss"": 0.2749885618686676}, {""round"": 30, ""accuracy"": 0.9247999787330627, ""loss"": 0.25437697768211365}]"
scaffold_alpha1.0_part0.8,scaffold,1.0,0.8,0.925599992275238,9,0.9201060116291047,0.010634481538407898,0.9008690714836121,"[{""round"": 1, ""accuracy"": 0.26570001244544983, ""loss"": 2.241621971130371}, {""round"": 3, ""accuracy"": 0.6233999729156494, ""loss"": 1.813856840133667}, {""round"": 6, ""accuracy"": 0.786899983882904, ""loss"": 0.7688790559768677}, {""round"": 9, ""accuracy"": 0.8532999753952026, ""loss"": 0.5171096920967102}, {""round"": 12, ""accuracy"": 0.8467000126838684, ""loss"": 0.46673744916915894}, {""round"": 15, ""accuracy"": 0.8855999708175659, ""loss"": 0.3925592303276062}, {""round"": 18, ""accuracy"": 0.9053000211715698, ""loss"": 0.32850518822669983}, {""round"": 21, ""accuracy"": 0.9107000231742859, ""loss"": 0.3124348521232605}, {""round"": 24, ""accuracy"": 0.9221000075340271, ""loss"": 0.26759010553359985}, {""round"": 27, ""accuracy"": 0.9212999939918518, ""loss"": 0.2646541893482208}, {""round"": 30, ""accuracy"": 0.925599992275238, ""loss"": 0.2480686753988266}]"
scaffold_alpha1.0_part1.0,scaffold,1.0,1.0,0.933899998664856,6,0.9283685028553009,0.005926921701064214,0.9135366082191467,"[{""round"": 1, ""accuracy"": 0.2847000062465668, ""loss"": 2.1900739669799805}, {""round"": 3, ""accuracy"": 0.7282999753952026, ""loss"": 1.3832502365112305}, {""round"": 6, ""accuracy"": 0.8378000259399414, ""loss"": 0.6199890375137329}, {""round"": 9, ""accuracy"": 0.8693000078201294, ""loss"": 0.4612465798854828}, {""round"": 12, ""accuracy"": 0.8916000127792358, ""loss"": 0.38837045431137085}, {""round"": 15, ""accuracy"": 0.9002000093460083, ""loss"": 0.34657222032546997}, {""round"": 18, ""accuracy"": 0.9132999777793884, ""loss"": 0.303039014339447}, {""round"": 21, ""accuracy"": 0.9142000079154968, ""loss"": 0.29423651099205017}, {""round"": 24, ""accuracy"": 0.9223999977111816, ""loss"": 0.2683321535587311}, {""round"": 27, ""accuracy"": 0.9254000186920166, ""loss"": 0.2544114887714386}, {""round"": 30, ""accuracy"": 0.933899998664856, ""loss"": 0.22702474892139435}]"
